districtid,timeid,active-cases,stateid
TG_Sangareddy,1,0,TG
MH_Sangli,1,0,MH
PB_Sangrur,1,0,PB
JH_Saraikela-Kharsawan,1,0,JH
BR_Saran,1,0,BR
MH_Satara,1,0,MH
MP_Satna,1,0,MP
RJ_Sawai Madhopur,1,0,RJ
MP_Sehore,1,0,MP
MN_Senapati,1,0,MN
MP_Seoni,1,0,MP
MZ_Serchhip,1,0,MZ
DL_Shahdara,1,0,DL
MP_Shahdol,1,0,MP
PB_Shahid Bhagat Singh Nagar,1,0,PB
UP_Shahjahanpur,1,0,UP
MP_Shajapur,1,0,MP
UP_Shamli,1,0,UP
BR_Sheikhpura,1,0,BR
BR_Sheohar,1,0,BR
MP_Sheopur,1,0,MP
AR_Shi Yomi,1,0,AR
HP_Shimla,1,0,HP
KA_Shivamogga,1,0,KA
MP_Shivpuri,1,0,MP
JK_Shopiyan,1,0,JK
UP_Shrawasti,1,0,UP
AR_Siang,1,0,AR
UP_Siddharthnagar,1,0,UP
TG_Siddipet,1,0,TG
MP_Sidhi,1,0,MP
RJ_Sikar,1,0,RJ
JH_Simdega,1,0,JH
MH_Sindhudurg,1,0,MH
MP_Singrauli,1,0,MP
TR_Sipahijala,1,0,TR
HP_Sirmaur,1,0,HP
RJ_Sirohi,1,0,RJ
HR_Sirsa,1,0,HR
BR_Sitamarhi,1,0,BR
UP_Sitapur,1,0,UP
TN_Sivaganga,1,0,TN
AS_Sivasagar,1,0,AS
BR_Siwan,1,0,BR
HP_Solan,1,0,HP
MH_Solapur,1,0,MH
UP_Sonbhadra,1,0,UP
HR_Sonipat,1,0,HR
AS_Sonitpur,1,0,AS
WB_South 24 Parganas,1,0,WB
DL_South Delhi,1,0,DL
DL_South East Delhi,1,0,DL
ML_South Garo Hills,1,0,ML
GA_South Goa,1,0,GA
AS_South Salmara Mankachar,1,0,AS
SK_South Sikkim,1,0,SK
TR_South Tripura,1,0,TR
DL_South West Delhi,1,0,DL
ML_South West Garo Hills,1,0,ML
ML_South West Khasi Hills,1,0,ML
PB_Sri Muktsar Sahib,1,0,PB
AP_Srikakulam,1,0,AP
JK_Srinagar,1,0,JK
OR_Subarnapur,1,0,OR
CT_Sukma,1,0,CT
UP_Sultanpur,1,0,UP
OR_Sundargarh,1,0,OR
BR_Supaul,1,0,BR
CT_Surajpur,1,0,CT
GJ_Surat,1,0,GJ
GJ_Surendranagar,1,0,GJ
CT_Surguja,1,0,CT
TG_Suryapet,1,0,TG
MN_Tamenglong,1,0,MN
GJ_Tapi,1,0,GJ
PB_Tarn Taran,1,0,PB
AR_Tawang,1,0,AR
UT_Tehri Garhwal,1,0,UT
MN_Tengnoupal,1,0,MN
MH_Thane,1,0,MH
TN_Thanjavur,1,0,TN
TN_Theni,1,0,TN
TN_Thiruvallur,1,0,TN
KL_Thiruvananthapuram,1,0,KL
TN_Thiruvarur,1,0,TN
TN_Thoothukkudi,1,0,TN
MN_Thoubal,1,0,MN
KL_Thrissur,1,0,KL
MP_Tikamgarh,1,0,MP
AS_Tinsukia,1,0,AS
AR_Tirap,1,0,AR
TN_Tiruchirappalli,1,0,TN
TN_Tirunelveli,1,0,TN
TN_Tiruppur,1,0,TN
TN_Tiruvannamalai,1,0,TN
RJ_Tonk,1,0,RJ
NL_Tuensang,1,0,NL
KA_Tumakuru,1,0,KA
RJ_Udaipur,1,0,RJ
AS_Udalguri,1,0,AS
UT_Udham Singh Nagar,1,0,UT
JK_Udhampur,1,0,JK
KA_Udupi,1,0,KA
MP_Ujjain,1,0,MP
MN_Ukhrul,1,0,MN
MP_Umaria,1,0,MP
HP_Una,1,0,HP
UP_Unnao,1,0,UP
TR_Unokoti,1,0,TR
AR_Upper Dibang Valley,1,0,AR
AR_Upper Siang,1,0,AR
AR_Upper Subansiri,1,0,AR
CT_Uttar Bastar Kanker,1,0,CT
WB_Uttar Dinajpur,1,0,WB
KA_Uttara Kannada,1,0,KA
UT_Uttarkashi,1,0,UT
GJ_Vadodara,1,0,GJ
BR_Vaishali,1,0,BR
GJ_Valsad,1,0,GJ
UP_Varanasi,1,0,UP
TN_Vellore,1,0,TN
MP_Vidisha,1,0,MP
TG_Vikarabad,1,0,TG
TN_Viluppuram,1,0,TN
TN_Virudhunagar,1,0,TN
AP_Visakhapatnam,1,0,AP
AP_Vizianagaram,1,0,AP
TG_Wanaparthy,1,0,TG
TG_Warangal Rural,1,0,TG
TG_Warangal Urban,1,0,TG
MH_Wardha,1,0,MH
MH_Washim,1,0,MH
KL_Wayanad,1,0,KL
DL_West Delhi,1,0,DL
ML_West Garo Hills,1,0,ML
AP_West Godavari,1,0,AP
ML_West Jaintia Hills,1,0,ML
AR_West Kameng,1,0,AR
AS_West Karbi Anglong,1,0,AS
ML_West Khasi Hills,1,0,ML
AR_West Siang,1,0,AR
SK_West Sikkim,1,0,SK
JH_West Singhbhum,1,0,JH
TR_West Tripura,1,0,TR
NL_Wokha,1,0,NL
AP_Y.S.R. Kadapa,1,0,AP
TG_Yadadri Bhuvanagiri,1,0,TG
KA_Yadgir,1,0,KA
HR_Yamunanagar,1,0,HR
MH_Yavatmal,1,0,MH
NL_Zunheboto,1,0,NL
TG_Adilabad,2,0,TG
MP_Agar Malwa,2,0,MP
UP_Agra,2,367,UP
GJ_Ahmedabad,2,4198,GJ
MH_Ahmednagar,2,32,MH
MZ_Aizawl,2,0,MZ
RJ_Ajmer,2,127,RJ
MH_Akola,2,136,MH
KL_Alappuzha,2,0,KL
UP_Aligarh,2,39,UP
WB_Alipurduar,2,0,WB
MP_Alirajpur,2,0,MP
UT_Almora,2,1,UT
RJ_Alwar,2,24,RJ
HR_Ambala,2,2,HR
UP_Ambedkar Nagar,2,2,UP
UP_Amethi,2,13,UP
MH_Amravati,2,23,MH
GJ_Amreli,2,1,GJ
PB_Amritsar,2,260,PB
UP_Amroha,2,6,UP
GJ_Anand,2,5,GJ
AP_Anantapur,2,62,AP
JK_Anantnag,2,121,JK
OR_Angul,2,15,OR
AR_Anjaw,2,0,AR
MP_Anuppur,2,3,MP
BR_Araria,2,3,BR
GJ_Aravalli,2,52,GJ
TN_Ariyalur,2,335,TN
BR_Arwal,2,8,BR
MP_Ashoknagar,2,1,MP
UP_Auraiya,2,6,UP
UP_Ayodhya,2,0,UP
UP_Azamgarh,2,2,UP
KA_Bagalkote,2,41,KA
UT_Bageshwar,2,0,UT
UP_Baghpat,2,9,UP
UP_Bahraich,2,24,UP
AS_Baksa,2,0,AS
MP_Balaghat,2,0,MP
OR_Balangir,2,2,OR
OR_Balasore,2,82,OR
KA_Ballari,2,5,KA
UP_Ballia,2,1,UP
CT_Balod,2,1,CT
CT_Baloda Bazar,2,0,CT
CT_Bametara,2,0,CT
GJ_Banaskantha,2,39,GJ
UP_Banda,2,17,UP
JK_Bandipora,2,16,JK
BR_Banka,2,15,BR
WB_Bankura,2,0,WB
RJ_Banswara,2,4,RJ
UP_Barabanki,2,9,UP
JK_Baramulla,2,50,JK
RJ_Baran,2,0,RJ
UP_Bareilly,2,0,UP
OR_Bargarh,2,0,OR
RJ_Barmer,2,15,RJ
PB_Barnala,2,19,PB
AS_Barpeta,2,0,AS
MP_Barwani,2,0,MP
CT_Bastar,2,0,CT
UP_Basti,2,21,UP
PB_Bathinda,2,40,PB
MH_Beed,2,0,MH
BR_Begusarai,2,37,BR
KA_Belagavi,2,72,KA
KA_Bengaluru Rural,2,0,KA
KA_Bengaluru Urban,2,85,KA
MP_Betul,2,0,MP
UP_Bhadohi,2,2,UP
TG_Bhadradri Kothagudem,2,0,TG
OR_Bhadrak,2,27,OR
BR_Bhagalpur,2,25,BR
MH_Bhandara,2,1,MH
RJ_Bharatpur,2,5,RJ
GJ_Bharuch,2,5,GJ
GJ_Bhavnagar,2,50,GJ
RJ_Bhilwara,2,3,RJ
MP_Bhind,2,10,MP
HR_Bhiwani,2,3,HR
BR_Bhojpur,2,11,BR
MP_Bhopal,2,356,MP
CT_Bijapur,2,0,CT
UP_Bijnor,2,17,UP
RJ_Bikaner,2,1,RJ
WB_Birbhum,2,1,WB
MN_Bishnupur,2,0,MN
AS_Biswanath,2,0,AS
JH_Bokaro,2,0,JH
AS_Bongaigaon,2,0,AS
GJ_Botad,2,26,GJ
OR_Boudh,2,4,OR
UP_Budaun,2,0,UP
JK_Budgam,2,35,JK
UP_Bulandshahr,2,20,UP
MH_Buldhana,2,2,MH
RJ_Bundi,2,0,RJ
MP_Burhanpur,2,73,MP
BR_Buxar,2,3,BR
AS_Cachar,2,0,AS
DL_Central Delhi,2,0,DL
KA_Chamarajanagara,2,0,KA
HP_Chamba,2,6,HP
UT_Chamoli,2,0,UT
UT_Champawat,2,0,UT
MZ_Champhai,2,0,MZ
UP_Chandauli,2,1,UP
MN_Chandel,2,0,MN
CH_Chandigarh,2,151,CH
MH_Chandrapur,2,3,MH
AR_Changlang,2,0,AR
AS_Charaideo,2,0,AS
HR_Charkhi Dadri,2,3,HR
JH_Chatra,2,0,JH
TN_Chennai,2,4834,TN
MP_Chhatarpur,2,0,MP
MP_Chhindwara,2,2,MP
GJ_Chhota Udaipur,2,7,GJ
KA_Chikkaballapura,2,6,KA
KA_Chikkamagaluru,2,0,KA
AS_Chirang,2,0,AS
KA_Chitradurga,2,6,KA
UP_Chitrakoot,2,8,UP
AP_Chittoor,2,74,AP
RJ_Chittorgarh,2,122,RJ
MN_Churachandpur,2,0,MN
RJ_Churu,2,16,RJ
TN_Coimbatore,2,1,TN
WB_Cooch Behar,2,0,WB
TN_Cuddalore,2,384,TN
OR_Cuttack,2,3,OR
DN_Dadra and Nagar Haveli,2,0,DN
GJ_Dahod,2,9,GJ
